iter	Passed	Remaining
1668	20031	39978
1669	20042	39964
1670	20056	39957
1671	20069	39947
1672	20080	39932
1673	20102	39940
1674	20114	39929
1675	20125	39914
1676	20138	39904
1677	20153	39898
1678	20165	39887
1679	20177	39873
1680	20188	39861
1681	20202	39853
1682	20214	39840
1683	20225	39826
1684	20237	39814
1685	20249	39802
1686	20259	39787
1687	20271	39773
1688	20282	39759
1689	20292	39745
1690	20304	39733
1691	20318	39723
1692	20330	39711
1693	20340	39696
1694	20352	39683
1695	20365	39675
1696	20376	39659
1697	20386	39644
1698	20399	39634
1699	20411	39622
1700	20424	39611
1701	20436	39600
1702	20449	39589
1703	20459	39574
1704	20472	39564
1705	20483	39549
1706	20493	39534
1707	20505	39522
1708	20515	39506
1709	20525	39491
1710	20537	39477
1711	20547	39462
1712	20559	39451
1713	20573	39443
1714	20586	39431
1715	20596	39416
1716	20608	39403
1717	20621	39394
1718	20632	39380
1719	20643	39367
1720	20655	39354
1721	20666	39340
1722	20677	39325
1723	20690	39316
1724	20703	39305
1725	20714	39292
1726	20725	39279
1727	20738	39267
1728	20750	39257
1729	20761	39243
1730	20773	39229
1731	20786	39220
1732	20797	39205
1733	20807	39190
1734	20820	39180
1735	20832	39169
1736	20843	39155
1737	20855	39143
1738	20867	39131
1739	20877	39116
1740	20889	39103
1741	20901	39091
1742	20912	39076
1743	20923	39063
1744	20934	39050
1745	20945	39035
1746	20956	39022
1747	20968	39010
1748	20980	38998
1749	20990	38982
1750	21002	38970
1751	21015	38961
1752	21026	38946
1753	21038	38934
1754	21050	38922
1755	21063	38911
1756	21080	38908
1757	21090	38894
1758	21103	38884
1759	21116	38873
1760	21128	38861
1761	21139	38846
1762	21151	38835
1763	21164	38825
1764	21174	38810
1765	21185	38796
1766	21197	38784
1767	21208	38770
1768	21220	38757
1769	21233	38748
1770	21246	38737
1771	21256	38722
1772	21267	38709
1773	21279	38696
1774	21293	38687
1775	21304	38673
1776	21317	38663
1777	21329	38651
1778	21339	38636
1779	21351	38623
1780	21363	38612
1781	21373	38597
1782	21385	38585
1783	21398	38574
1784	21411	38565
1785	21421	38549
1786	21433	38536
1787	21445	38525
1788	21458	38514
1789	21469	38500
1790	21480	38487
1791	21492	38476
1792	21503	38460
1793	21514	38447
1794	21528	38438
1795	21539	38425
1796	21549	38410
1797	21563	38400
1798	21575	38388
1799	21585	38374
1800	21597	38362
1801	21609	38350
1802	21621	38338
1803	21632	38324
1804	21645	38313
1805	21658	38304
1806	21671	38294
1807	21682	38280
1808	21694	38269
1809	21708	38259
1810	21718	38244
1811	21730	38232
1812	21743	38222
1813	21755	38210
1814	21766	38196
1815	21778	38183
1816	21791	38173
1817	21805	38165
1818	21817	38153
1819	21828	38139
1820	21839	38125
1821	21851	38114
1822	21861	38099
1823	21873	38087
1824	21886	38076
1825	21898	38064
1826	21909	38050
1827	21922	38040
1828	21934	38029
1829	21945	38014
1830	21955	37999
1831	21967	37987
1832	21978	37973
1833	21989	37960
1834	22002	37949
1835	22014	37937
1836	22024	37923
1837	22037	37911
1838	22048	37899
1839	22064	37893
1840	22075	37880
1841	22088	37870
1842	22102	37861
1843	22116	37852
1844	22127	37839
1845	22139	37826
1846	22150	37813
1847	22165	37805
1848	22175	37790
1849	22186	37777
1850	22200	37767
1851	22212	37757
1852	22223	37743
1853	22235	37730
1854	22248	37720
1855	22258	37705
1856	22270	37692
1857	22282	37681
1858	22293	37667
1859	22304	37654
1860	22333	37670
1861	22347	37661
1862	22359	37650
1863	22369	37634
1864	22383	37625
1865	22395	37614
1866	22406	37599
1867	22417	37586
1868	22429	37574
1869	22439	37559
1870	22450	37545
1871	22464	37536
1872	22475	37523
1873	22486	37509
1874	22498	37498
1875	22512	37488
1876	22522	37473
1877	22533	37459
1878	22547	37450
1879	22558	37438
1880	22569	37423
1881	22580	37410
1882	22593	37399
1883	22603	37385
1884	22615	37372
1885	22629	37364
1886	22642	37353
1887	22652	37338
1888	22664	37325
1889	22678	37316
1890	22689	37304
1891	22700	37290
1892	22712	37278
1893	22723	37265
1894	22734	37251
1895	22747	37239
1896	22760	37230
1897	22773	37219
1898	22783	37204
1899	22795	37193
1900	22807	37181
1901	22818	37166
1902	22829	37153
1903	22842	37143
1904	22855	37132
1905	22865	37118
1906	22877	37105
1907	22888	37092
1908	22899	37078
1909	22911	37065
1910	22923	37054
1911	22936	37043
1912	22946	37029
1913	22959	37017
1914	22971	37006
1915	22982	36992
1916	22994	36980
1917	23006	36968
1918	23016	36953
1919	23026	36939
1920	23047	36940
1921	23059	36928
1922	23072	36917
1923	23082	36902
1924	23093	36889
1925	23120	36901
1926	23133	36890
1927	23149	36885
1928	23161	36872
1929	23172	36859
1930	23183	36846
1931	23195	36833
1932	23204	36817
1933	23215	36804
1934	23229	36795
1935	23243	36786
1936	23255	36774
1937	23269	36764
1938	23282	36755
1939	23296	36745
1940	23308	36734
1941	23319	36720
1942	23331	36708
1943	23343	36697
1944	23355	36684
1945	23367	36671
1946	23379	36660
1947	23393	36651
1948	23405	36639
1949	23416	36626
1950	23432	36619
1951	23445	36609
1952	23458	36598
1953	23469	36585
1954	23481	36574
1955	23493	36561
1956	23504	36548
1957	23517	36537
1958	23529	36525
1959	23541	36513
1960	23552	36500
1961	23564	36488
1962	23578	36479
1963	23594	36472
1964	23606	36460
1965	23617	36447
1966	23629	36435
1967	23641	36423
1968	23654	36413
1969	23665	36398
1970	23677	36386
1971	23688	36374
1972	23699	36359
1973	23710	36347
1974	23723	36336
1975	23734	36322
1976	23745	36309
1977	23757	36297
1978	23770	36285
1979	23780	36271
1980	23793	36260
1981	23803	36245
1982	23812	36229
1983	23824	36216
1984	23835	36204
1985	23845	36189
1986	23857	36176
1987	23871	36167
1988	23882	36154
1989	23895	36143
1990	23907	36131
1991	23920	36120
1992	23930	36106
1993	23942	36094
1994	23956	36085
1995	23970	36076
1996	23981	36062
1997	23991	36047
1998	24003	36035
1999	24013	36020
2000	24032	36019
2001	24043	36004
2002	24056	35994
2003	24068	35982
2004	24080	35970
2005	24092	35957
2006	24105	35947
2007	24117	35935
2008	24127	35921
2009	24139	35908
2010	24153	35899
2011	24163	35884
2012	24172	35869
2013	24186	35859
2014	24198	35847
2015	24209	35834
2016	24222	35822
2017	24236	35814
2018	24250	35804
2019	24261	35791
2020	24271	35777
2021	24285	35767
2022	24297	35755
2023	24308	35741
2024	24319	35728
2025	24330	35715
2026	24340	35700
2027	24352	35688
2028	24365	35677
2029	24375	35663
2030	24386	35649
2031	24399	35638
2032	24411	35626
2033	24422	35612
2034	24434	35601
2035	24449	35592
2036	24461	35581
2037	24472	35567
2038	24484	35556
2039	24498	35546
2040	24510	35535
2041	24521	35520
2042	24533	35509
2043	24547	35500
2044	24557	35485
2045	24568	35471
2046	24581	35461
2047	24594	35450
2048	24605	35436
2049	24616	35423
2050	24629	35412
2051	24641	35401
2052	24651	35386
2053	24663	35374
2054	24676	35363
2055	24686	35348
2056	24698	35336
2057	24711	35326
2058	24721	35311
2059	24733	35299
2060	24748	35291
2061	24761	35281
2062	24773	35269
2063	24784	35255
2064	24795	35242
2065	24806	35229
2066	24819	35217
2067	24831	35205
2068	24843	35193
2069	24855	35181
2070	24865	35167
2071	24878	35156
2072	24891	35145
2073	24902	35131
2074	24913	35118
2075	24928	35110
2076	24941	35100
2077	24954	35090
2078	24965	35076
2079	24977	35064
2080	24990	35054
2081	25001	35039
2082	25022	35041
2083	25034	35029
2084	25044	35014
2085	25056	35002
2086	25067	34989
2087	25079	34976
2088	25092	34965
2089	25104	34954
2090	25114	34939
2091	25126	34927
2092	25138	34915
2093	25149	34901
2094	25160	34887
2095	25173	34877
2096	25185	34865
2097	25195	34851
2098	25207	34838
2099	25219	34827
2100	25230	34813
2101	25241	34800
2102	25254	34789
2103	25266	34777
2104	25277	34764
2105	25289	34752
2106	25301	34739
2107	25312	34726
2108	25323	34713
2109	25338	34704
2110	25348	34690
2111	25359	34676
2112	25371	34664
2113	25383	34653
2114	25393	34639
2115	25405	34626
2116	25417	34614
2117	25427	34599
2118	25438	34586
2119	25449	34573
2120	25460	34559
2121	25472	34547
2122	25486	34537
2123	25499	34528
2124	25510	34513
2125	25521	34501
2126	25535	34491
2127	25548	34481
2128	25558	34466
2129	25571	34454
2130	25583	34442
2131	25593	34428
2132	25604	34415
2133	25617	34404
2134	25630	34393
2135	25640	34379
2136	25652	34367
2137	25665	34357
2138	25677	34344
2139	25688	34331
2140	25700	34319
2141	25712	34307
2142	25722	34293
2143	25734	34280
2144	25747	34269
2145	25758	34256
2146	25769	34242
2147	25781	34230
2148	25793	34218
2149	25804	34205
2150	25815	34192
2151	25827	34180
2152	25842	34172
2153	25854	34160
2154	25863	34145
2155	25875	34132
2156	25887	34120
2157	25897	34106
2158	25909	34094
2159	25921	34082
2160	25932	34068
2161	25943	34055
2162	25957	34045
2163	25969	34033
2164	25979	34019
2165	26000	34019
2166	26010	34005
2167	26024	33994
2168	26038	33985
2169	26048	33970
2170	26060	33959
2171	26073	33948
2172	26086	33937
2173	26096	33923
2174	26108	33910
2175	26122	33901
2176	26134	33889
2177	26145	33875
2178	26156	33863
2179	26169	33852
2180	26179	33838
2181	26190	33824
2182	26204	33815
2183	26216	33803
2184	26227	33789
2185	26239	33777
2186	26252	33766
2187	26262	33752
2188	26274	33739
2189	26287	33729
2190	26299	33717
2191	26310	33704
2192	26322	33692
2193	26336	33682
2194	26348	33670
2195	26359	33658
2196	26372	33646
2197	26384	33634
2198	26395	33621
2199	26407	33609
2200	26419	33597
2201	26431	33585
2202	26441	33570
2203	26452	33557
2204	26465	33547
2205	26475	33532
2206	26487	33520
2207	26499	33508
2208	26512	33498
2209	26523	33483
2210	26535	33471
2211	26548	33461
2212	26559	33447
2213	26569	33433
2214	26581	33421
2215	26591	33407
2216	26603	33395
2217	26616	33384
2218	26628	33372
2219	26638	33357
2220	26649	33344
2221	26661	33332
2222	26670	33317
2223	26682	33305
2224	26698	33297
2225	26713	33290
2226	26725	33277
2227	26738	33266
2228	26749	33253
2229	26764	33245
2230	26776	33233
2231	26786	33219
2232	26798	33206
2233	26811	33195
2234	26825	33186
2235	26835	33172
2236	26847	33159
2237	26859	33147
2238	26869	33134
2239	26881	33122
2240	26895	33111
2241	26905	33097
2242	26916	33084
2243	26928	33072
2244	26940	33060
2245	26950	33046
2246	26963	33035
2247	26977	33025
2248	26996	33022
2249	27008	33010
2250	27018	32996
2251	27029	32982
2252	27042	32971
2253	27052	32957
2254	27063	32944
2255	27077	32934
2256	27089	32922
2257	27100	32909
2258	27112	32897
2259	27126	32887
2260	27138	32875
2261	27149	32862
2262	27161	32850
2263	27173	32838
2264	27183	32823
2265	27193	32810
2266	27204	32796
2267	27215	32782
2268	27227	32771
2269	27241	32761
2270	27251	32747
2271	27262	32734
2272	27276	32724
2273	27288	32712
2274	27298	32698
2275	27311	32687
2276	27324	32677
2277	27336	32664
2278	27347	32650
2279	27358	32638
2280	27370	32626
2281	27380	32612
2282	27393	32600
2283	27405	32588
2284	27416	32575
2285	27427	32562
2286	27440	32552
2287	27454	32541
2288	27464	32527
2289	27475	32514
2290	27488	32503
2291	27500	32491
2292	27511	32478
2293	27542	32489
2294	27555	32477
2295	27566	32465
2296	27576	32451
2297	27588	32439
2298	27601	32427
2299	27611	32413
2300	27622	32399
2301	27634	32388
2302	27645	32375
2303	27657	32362
2304	27670	32352
2305	27685	32343
2306	27696	32330
2307	27708	32318
2308	27720	32307
2309	27734	32296
2310	27745	32284
2311	27757	32271
2312	27771	32261
2313	27785	32252
2314	27797	32240
2315	27808	32227
2316	27820	32215
2317	27834	32205
2318	27845	32192
2319	27856	32179
2320	27868	32167
2321	27882	32157
2322	27893	32144
2323	27904	32131
2324	27917	32120
2325	27928	32107
2326	27940	32094
2327	27952	32082
2328	27965	32072
2329	27985	32069
2330	27999	32059
2331	28010	32046
2332	28020	32032
2333	28033	32021
2334	28046	32010
2335	28056	31996
2336	28068	31983
2337	28081	31973
2338	28095	31963
2339	28106	31949
2340	28118	31937
2341	28130	31925
2342	28142	31914
2343	28155	31902
2344	28167	31890
2345	28180	31880
2346	28193	31868
2347	28203	31854
2348	28214	31842
2349	28227	31831
2350	28238	31817
2351	28249	31804
2352	28263	31794
2353	28275	31782
2354	28285	31768
2355	28299	31758
2356	28312	31747
2357	28322	31733
2358	28333	31720
2359	28345	31708
2360	28355	31694
2361	28366	31680
2362	28380	31670
2363	28391	31657
2364	28401	31644
2365	28413	31632
2366	28426	31621
2367	28437	31608
2368	28448	31594
2369	28462	31585
2370	28474	31573
2371	28486	31560
2372	28497	31547
2373	28509	31536
2374	28521	31523
2375	28532	31510
2376	28543	31498
2377	28554	31484
2378	28565	31471
2379	28576	31458
2380	28588	31446
2381	28599	31432
2382	28611	31421
2383	28624	31409
2384	28637	31398
2385	28647	31385
2386	28659	31372
2387	28672	31361
2388	28682	31348
2389	28693	31334
2390	28706	31323
2391	28716	31309
2392	28726	31295
2393	28738	31283
2394	28751	31272
2395	28761	31258
2396	28774	31246
2397	28784	31233
2398	28795	31220
2399	28808	31208
2400	28821	31198
2401	28834	31186
2402	28845	31173
2403	28858	31162
2404	28871	31152
2405	28883	31140
2406	28894	31127
2407	28906	31115
2408	28918	31103
2409	28929	31089
2410	28940	31076
2411	28952	31065
2412	28969	31058
2413	28981	31046
2414	28992	31032
2415	29005	31022
2416	29018	31011
2417	29029	30998
2418	29041	30985
2419	29054	30975
2420	29067	30964
2421	29078	30951
2422	29089	30938
2423	29102	30927
2424	29114	30915
2425	29124	30900
2426	29135	30888
2427	29147	30875
2428	29157	30862
2429	29170	30851
2430	29183	30840
2431	29194	30826
2432	29205	30813
2433	29217	30802
2434	29229	30789
2435	29240	30776
2436	29252	30764
2437	29263	30751
2438	29273	30737
2439	29285	30725
2440	29298	30714
2441	29308	30700
2442	29319	30687
2443	29331	30676
2444	29342	30662
2445	29353	30649
2446	29367	30639
2447	29379	30627
2448	29390	30614
2449	29421	30622
2450	29432	30609
2451	29444	30597
2452	29455	30584
2453	29466	30570
2454	29478	30559
2455	29488	30545
2456	29500	30532
2457	29512	30521
2458	29522	30507
2459	29534	30494
2460	29547	30484
2461	29558	30471
2462	29569	30457
2463	29580	30444
2464	29591	30431
2465	29601	30418
2466	29614	30407
2467	29628	30396
2468	29640	30385
2469	29650	30371
2470	29662	30358
2471	29673	30346
2472	29683	30332
2473	29695	30319
2474	29708	30308
2475	29719	30295
2476	29730	30282
2477	29742	30270
2478	29753	30257
2479	29764	30244
2480	29776	30232
2481	29788	30220
2482	29799	30207
2483	29810	30194
2484	29821	30181
2485	29832	30168
2486	29844	30156
2487	29855	30143
2488	29866	30130
2489	29878	30118
2490	29889	30105
2491	29902	30094
2492	29912	30080
2493	29925	30069
2494	29947	30067
2495	29958	30054
2496	29971	30043
2497	29982	30030
2498	29992	30016
2499	30006	30006
2500	30019	29995
2501	30029	29981
2502	30041	29969
2503	30054	29958
2504	30066	29946
2505	30076	29932
2506	30088	29920
2507	30100	29908
2508	30111	29895
2509	30122	29882
2510	30135	29871
2511	30148	29860
2512	30160	29848
2513	30171	29835
2514	30182	29822
2515	30193	29809
2516	30204	29796
2517	30217	29785
2518	30228	29772
2519	30239	29759
2520	30255	29751
2521	30270	29742
2522	30286	29734
2523	30300	29724
2524	30311	29710
2525	30322	29697
2526	30335	29686
2527	30345	29673
2528	30356	29659
2529	30368	29648
2530	30382	29638
2531	30393	29625
2532	30403	29611
2533	30415	29599
2534	30426	29586
2535	30437	29573
2536	30449	29561
2537	30462	29550
2538	30472	29536
2539	30484	29524
2540	30496	29512
2541	30507	29499
2542	30518	29486
2543	30531	29475
2544	30542	29462
2545	30553	29449
2546	30566	29438
2547	30579	29427
2548	30589	29413
2549	30601	29401
2550	30612	29388
2551	30624	29376
2552	30633	29362
2553	30647	29351
2554	30659	29339
2555	30671	29327
2556	30683	29315
2557	30695	29303
2558	30709	29293
2559	30719	29279
2560	30731	29267
2561	30745	29256
2562	30756	29244
2563	30767	29231
2564	30779	29219
2565	30790	29206
2566	30800	29192
2567	30812	29180
2568	30825	29169
2569	30835	29155
2570	30846	29142
2571	30860	29132
2572	30870	29119
2573	30881	29105
2574	30894	29094
2575	30907	29083
2576	30917	29069
2577	30936	29064
2578	30947	29051
2579	30960	29040
2580	30974	29030
2581	30987	29018
2582	31001	29008
2583	31012	28996
2584	31028	28987
2585	31041	28977
2586	31054	28966
2587	31065	28952
2588	31077	28940
2589	31090	28930
2590	31101	28916
2591	31112	28904
2592	31125	28893
2593	31139	28882
2594	31149	28868
2595	31161	28856
2596	31173	28844
2597	31186	28833
2598	31196	28820
2599	31208	28807
2600	31221	28796
2601	31231	28783
2602	31244	28771
2603	31257	28760
2604	31271	28750
2605	31281	28736
2606	31292	28723
2607	31305	28712
2608	31317	28701
2609	31328	28687
2610	31340	28676
2611	31352	28663
2612	31362	28650
2613	31373	28636
2614	31386	28625
2615	31396	28611
2616	31407	28599
2617	31420	28588
2618	31432	28576
2619	31443	28563
2620	31455	28550
2621	31468	28540
2622	31479	28526
2623	31490	28514
2624	31503	28502
2625	31515	28491
2626	31526	28477
2627	31537	28465
2628	31550	28454
2629	31561	28441
2630	31572	28428
2631	31585	28417
2632	31597	28405
2633	31608	28392
2634	31620	28380
2635	31633	28368
2636	31644	28356
2637	31655	28343
2638	31669	28333
2639	31681	28321
2640	31691	28307
2641	31702	28294
2642	31714	28282
2643	31724	28269
2644	31736	28257
2645	31750	28246
2646	31761	28233
2647	31771	28220
2648	31784	28208
2649	31797	28198
2650	31811	28187
2651	31822	28174
2652	31835	28163
2653	31851	28154
2654	31864	28144
2655	31874	28130
2656	31885	28117
2657	31898	28106
2658	31911	28094
2659	31929	28088
2660	31941	28076
2661	31952	28063
2662	31967	28053
2663	31981	28043
2664	31992	28031
2665	32002	28017
2666	32029	28018
2667	32039	28004
2668	32050	27991
2669	32064	27981
2670	32077	27970
2671	32088	27957
2672	32099	27944
2673	32115	27935
2674	32127	27924
2675	32141	27913
2676	32152	27900
2677	32164	27888
2678	32178	27878
2679	32188	27864
2680	32199	27851
2681	32212	27840
2682	32223	27827
2683	32234	27814
2684	32247	27803
2685	32260	27792
2686	32271	27779
2687	32281	27766
2688	32295	27755
2689	32306	27742
2690	32316	27729
2691	32328	27717
2692	32342	27706
2693	32353	27694
2694	32364	27681
2695	32378	27670
2696	32390	27658
2697	32401	27645
2698	32412	27632
2699	32425	27621
2700	32438	27610
2701	32449	27598
2702	32460	27585
2703	32474	27574
2704	32485	27561
2705	32495	27547
2706	32509	27537
2707	32522	27526
2708	32533	27513
2709	32545	27501
2710	32558	27490
2711	32570	27478
2712	32580	27464
2713	32593	27453
2714	32605	27441
2715	32616	27428
2716	32627	27415
2717	32641	27405
2718	32655	27394
2719	32666	27382
2720	32677	27369
2721	32689	27357
2722	32703	27347
2723	32713	27333
2724	32727	27323
2725	32741	27312
2726	32755	27301
2727	32767	27289
2728	32777	27276
2729	32789	27264
2730	32802	27253
2731	32813	27240
2732	32824	27227
2733	32838	27217
2734	32852	27207
2735	32863	27194
2736	32876	27182
2737	32888	27170
2738	32902	27160
2739	32918	27152
2740	32932	27141
2741	32943	27128
2742	32955	27116
2743	32967	27104
2744	32980	27093
2745	32990	27079
2746	33002	27067
2747	33015	27056
2748	33028	27044
2749	33038	27031
2750	33051	27020
2751	33064	27009
2752	33074	26995
2753	33086	26983
2754	33099	26972
2755	33110	26959
2756	33120	26945
2757	33133	26934
2758	33145	26922
2759	33156	26909
2760	33168	26897
2761	33182	26886
2762	33194	26875
2763	33206	26863
2764	33218	26850
2765	33230	26839
2766	33243	26828
2767	33253	26814
2768	33266	26803
2769	33279	26791
2770	33289	26777
2771	33300	26765
2772	33314	26754
2773	33327	26743
2774	33338	26731
2775	33351	26719
2776	33367	26710
2777	33380	26699
2778	33395	26689
2779	33407	26678
2780	33418	26665
2781	33431	26653
2782	33445	26643
2783	33458	26631
2784	33468	26618
2785	33481	26607
2786	33494	26596
2787	33504	26582
2788	33514	26569
2789	33528	26558
2790	33541	26547
2791	33552	26534
2792	33564	26522
2793	33577	26511
2794	33590	26499
2795	33600	26485
2796	33612	26473
2797	33623	26461
2798	33634	26448
2799	33645	26436
2800	33659	26425
2801	33672	26414
2802	33683	26400
2803	33694	26388
2804	33706	26376
2805	33717	26363
2806	33728	26350
2807	33741	26339
2808	33753	26327
2809	33764	26314
2810	33777	26303
2811	33790	26291
2812	33800	26278
2813	33811	26265
2814	33825	26254
2815	33837	26243
2816	33848	26230
2817	33858	26217
2818	33870	26204
2819	33880	26191
2820	33897	26183
2821	33910	26171
2822	33921	26159
2823	33931	26145
2824	33943	26133
2825	33954	26120
2826	33964	26107
2827	33975	26094
2828	33988	26083
2829	34000	26070
2830	34010	26057
2831	34023	26046
2832	34036	26034
2833	34046	26021
2834	34057	26008
2835	34069	25996
2836	34080	25983
2837	34090	25970
2838	34101	25957
2839	34112	25944
2840	34124	25932
2841	34137	25921
2842	34149	25909
2843	34159	25896
2844	34171	25883
2845	34184	25872
2846	34194	25858
2847	34221	25858
2848	34236	25848
2849	34249	25837
2850	34259	25824
2851	34270	25811
2852	34283	25799
2853	34293	25786
2854	34304	25773
2855	34318	25763
2856	34328	25749
2857	34339	25736
2858	34353	25726
2859	34365	25714
2860	34376	25701
2861	34388	25688
2862	34401	25677
2863	34413	25666
2864	34424	25652
2865	34436	25640
2866	34449	25630
2867	34459	25616
2868	34470	25603
2869	34483	25592
2870	34495	25580
2871	34506	25567
2872	34518	25555
2873	34532	25545
2874	34542	25531
2875	34553	25518
2876	34567	25508
2877	34579	25496
2878	34589	25482
2879	34600	25470
2880	34614	25459
2881	34625	25446
2882	34635	25433
2883	34649	25422
2884	34661	25410
2885	34672	25397
2886	34684	25385
2887	34696	25373
2888	34709	25361
2889	34719	25348
2890	34732	25337
2891	34746	25327
2892	34756	25313
2893	34767	25300
2894	34780	25289
2895	34793	25277
2896	34803	25264
2897	34815	25252
2898	34828	25241
2899	34838	25227
2900	34849	25214
2901	34863	25204
2902	34873	25190
2903	34890	25182
2904	34901	25169
2905	34913	25158
2906	34926	25146
2907	34937	25134
2908	34949	25121
2909	34962	25110
2910	34975	25099
2911	34986	25086
2912	34999	25075
2913	35012	25063
2914	35025	25052
2915	35036	25039
2916	35047	25027
2917	35062	25016
2918	35072	25004
2919	35083	24990
2920	35094	24978
2921	35105	24965
2922	35116	24952
2923	35127	24940
2924	35141	24929
2925	35151	24916
2926	35162	24903
2927	35174	24891
2928	35184	24877
2929	35196	24865
2930	35224	24865
2931	35238	24854
2932	35248	24840
2933	35259	24828
2934	35270	24815
2935	35280	24802
2936	35292	24790
2937	35304	24778
2938	35314	24764
2939	35326	24752
2940	35338	24740
2941	35350	24728
2942	35361	24716
2943	35373	24704
2944	35386	24692
2945	35396	24678
2946	35408	24666
2947	35421	24655
2948	35434	24644
2949	35447	24633
2950	35458	24620
2951	35473	24610
2952	35485	24598
2953	35495	24585
2954	35507	24572
2955	35518	24559
2956	35529	24547
2957	35540	24534
2958	35553	24523
2959	35563	24509
2960	35574	24497
2961	35587	24485
2962	35600	24474
2963	35610	24461
2964	35622	24449
2965	35636	24438
2966	35648	24426
2967	35659	24413
2968	35672	24402
2969	35685	24391
2970	35695	24377
2971	35705	24364
2972	35718	24353
2973	35730	24340
2974	35740	24327
2975	35753	24316
2976	35765	24304
2977	35776	24291
2978	35787	24278
2979	35801	24267
2980	35813	24256
2981	35824	24243
2982	35836	24231
2983	35848	24219
2984	35859	24206
2985	35878	24199
2986	35890	24187
2987	35901	24174
2988	35912	24161
2989	35923	24149
2990	35935	24137
2991	35948	24126
2992	35961	24114
2993	35972	24101
2994	35984	24089
2995	35995	24077
2996	36007	24064
2997	36019	24053
2998	36033	24042
2999	36046	24030
3000	36056	24017
3001	36066	24004
3002	36081	23994
3003	36093	23982
3004	36103	23969
3005	36114	23956
3006	36127	23945
3007	36142	23934
3008	36152	23921
3009	36165	23910
3010	36179	23899
3011	36190	23886
3012	36200	23873
3013	36214	23862
3014	36227	23851
3015	36240	23840
3016	36252	23827
3017	36263	23815
3018	36277	23804
3019	36290	23793
3020	36302	23780
3021	36314	23768
3022	36327	23757
3023	36340	23746
3024	36351	23733
3025	36363	23721
3026	36378	23711
3027	36390	23699
3028	36401	23686
3029	36412	23674
3030	36425	23662
3031	36439	23651
3032	36450	23639
3033	36462	23627
3034	36475	23616
3035	36489	23605
3036	36499	23592
3037	36511	23579
3038	36524	23568
3039	36534	23555
3040	36546	23542
3041	36559	23531
3042	36571	23519
3043	36582	23506
3044	36594	23494
3045	36604	23481
3046	36615	23468
3047	36628	23457
3048	36660	23458
3049	36673	23446
3050	36683	23433
3051	36694	23420
3052	36705	23408
3053	36715	23394
3054	36725	23381
3055	36738	23370
3056	36748	23357
3057	36760	23344
3058	36772	23332
3059	36784	23320
3060	36794	23307
3061	36807	23296
3062	36818	23283
3063	36830	23271
3064	36842	23259
3065	36855	23247
3066	36869	23237
3067	36880	23224
3068	36891	23212
3069	36906	23201
3070	36920	23191
3071	36934	23180
3072	36947	23168
3073	36958	23156
3074	36972	23145
3075	36985	23133
3076	36997	23121
3077	37007	23108
3078	37020	23097
3079	37032	23085
3080	37043	23072
3081	37053	23059
3082	37065	23047
3083	37075	23033
3084	37088	23022
3085	37100	23010
3086	37110	22997
3087	37123	22985
3088	37137	22975
3089	37151	22964
3090	37162	22951
3091	37173	22938
3092	37186	22927
3093	37200	22916
3094	37212	22904
3095	37223	22891
3096	37235	22880
3097	37248	22868
3098	37258	22854
3099	37303	22863
3100	37315	22851
3101	37327	22839
3102	37337	22826
3103	37349	22813
3104	37358	22800
3105	37369	22787
3106	37379	22774
3107	37389	22760
3108	37400	22748
3109	37413	22736
3110	37423	22723
3111	37434	22710
3112	37446	22699
3113	37457	22686
3114	37484	22683
3115	37498	22672
3116	37510	22660
3117	37521	22647
3118	37533	22635
3119	37545	22623
3120	37555	22610
3121	37566	22597
3122	37578	22585
3123	37588	22572
3124	37600	22560
3125	37612	22548
3126	37626	22537
3127	37636	22524
3128	37648	22511
3129	37660	22500
3130	37670	22486
3131	37681	22474
3132	37693	22462
3133	37704	22449
3134	37714	22436
3135	37727	22424
3136	37737	22411
3137	37749	22399
3138	37763	22388
3139	37773	22375
3140	37784	22362
3141	37795	22350
3142	37807	22337
3143	37817	22324
3144	37829	22313
3145	37843	22302
3146	37859	22292
3147	37869	22279
3148	37880	22266
3149	37891	22253
3150	37901	22240
3151	37913	22228
3152	37925	22216
3153	37935	22203
3154	37947	22191
3155	37958	22178
3156	37969	22166
3157	37982	22154
3158	37992	22141
3159	38003	22128
3160	38016	22117
3161	38026	22104
3162	38038	22091
3163	38049	22079
3164	38060	22066
3165	38071	22053
3166	38085	22043
3167	38097	22031
3168	38108	22018
3169	38120	22006
3170	38134	21995
3171	38148	21984
3172	38160	21972
3173	38171	21960
3174	38183	21947
3175	38194	21935
3176	38206	21923
3177	38217	21910
3178	38231	21899
3179	38242	21887
3180	38253	21874
3181	38266	21863
3182	38281	21852
3183	38293	21840
3184	38304	21827
3185	38315	21815
3186	38328	21804
3187	38339	21791
3188	38350	21778
3189	38363	21767
3190	38376	21755
3191	38386	21742
3192	38398	21730
3193	38411	21719
3194	38421	21705
3195	38432	21693
3196	38445	21682
3197	38456	21669
3198	38466	21656
3199	38479	21644
3200	38491	21632
3201	38503	21620
3202	38515	21608
3203	38528	21596
3204	38539	21584
3205	38551	21572
3206	38562	21559
3207	38574	21547
3208	38584	21534
3209	38595	21522
3210	38610	21511
3211	38622	21499
3212	38631	21486
3213	38644	21474
3214	38657	21463
3215	38668	21450
3216	38679	21437
3217	38694	21427
3218	38706	21415
3219	38716	21402
3220	38728	21390
3221	38742	21379
